"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EncounterType","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"main @ [04] (Box 4)-24: 0259 ★ - 沼跃鱼 - 0975CB4F9698.pa9","沼跃鱼","沼跃鱼","慎重","M","2887","草","激流","水枪","刺耳声","劈瓦","岩石封锁","(无)","281","206","176","140","193","136","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","CB4F9698","0BE1BF9A","22","31","31","16","31","27","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","59","0","False","False","False","True","10842","40480","2887","25","40","15","15","0","0","0","0","(无)","(无)","(无)","(无)","2421","255","1","1","1","2025","12","16"
"main @ [04] (Box 4)-25: 0260 ★ - 巨沼怪 - 24F5DBCA7B10.pa9","巨沼怪","巨沼怪","温和","M","2887","钢","激流","冰冻拳","加农水炮","流沙深渊","泼冷水","(无)","341","230","216","206","237","156","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","DBCA7B10","BF750B0E","31","11","25","31","26","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","59","0","False","False","False","True","10842","40480","2887","15","5","15","20","0","0","0","0","(无)","(无)","(无)","(无)","9461","255","1","1","1","2025","12","16"
"main @ [04] (Box 4)-26: 0280 ★ - 拉鲁拉丝 - 27716A7FA2D3.pa9","拉鲁拉丝","拉鲁拉丝","认真","M","2887","草","复制","幻象光线","光墙","暗影球","意念头锤","(无)","197","86","86","126","106","116","翡绿４号街区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","6A7FA2D3","0E98BAE3","31","22","31","4","9","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","20","0","False","False","False","True","10842","40480","2887","20","30","15","15","0","0","0","0","(无)","(无)","(无)","(无)","10097","255","1","1","1","2025","12","16"
"main @ [04] (Box 4)-27: 0281 ★ - 奇鲁莉安 - 5E4F1B9DD911.pa9","奇鲁莉安","奇鲁莉安","天真","M","2887","钢","同步","破坏光线","暗影球","磷火","真空波","(无)","217","106","106","166","131","149","翡绿４号街区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","1B9DD911","AA131E68","31","11","31","31","18","27","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","20","0","False","False","False","True","10842","40480","2887","5","15","15","30","0","0","0","0","(无)","(无)","(无)","(无)","24143","255","1","1","1","2025","12","16"
"main @ [04] (Box 4)-28: 0282 ★ - 沙奈朵 - B06137A861FD.pa9","沙奈朵","沙奈朵","慎重","M","2887","超能力","同步","守住","挺住","魔法叶","月亮之力","(无)","277","166","166","257","292","196","翡绿４号街区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","37A861FD","A4E31098","31","24","31","31","11","0","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","20","0","False","False","False","True","10842","40480","2887","10","10","20","15","0","0","0","0","(无)","(无)","(无)","(无)","45153","255","1","1","1","2025","12","16"
"main @ [04] (Box 4)-29: 0302 ★ - 勾魂眼 - 4962FC9B9DFD.pa9","勾魂眼","勾魂眼","自大","M","2887","钢","锐利目光","挺住","冥想","力量宝石","抛下狠话","(无)","241","186","186","166","182","122","９号野生特区","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","FC9B9DFD","04DDB0A6","12","31","31","17","16","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","39","0","False","False","False","True","10842","40480","2887","10","20","20","20","0","0","0","0","(无)","(无)","(无)","(无)","18786","255","1","1","1","2025","12","16"
"main @ [04] (Box 4)-30: 0303 ★ - 大嘴娃 - DA87D8EB46CA.pa9","大嘴娃","大嘴娃","温顺","M","2887","恶","威吓","咬住","替身","充电光束","嬉闹","(无)","241","206","185","146","160","136","１７号野生特区","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","D8EB46CA","1980ADFB","15","9","31","31","31","25","800000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","56","0","False","False","False","True","10842","40480","2887","25","10","10","10","0","0","0","0","(无)","(无)","(无)","(无)","55943","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-01: 0304 ★ - 可可多拉 - 2FFCFD8E2AC7.pa9","可可多拉","可可多拉","温顺","M","2887","幽灵","结实","地震","岩崩","硬撑","铁壁","(无)","241","176","212","116","127","96","１４号野生特区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","FD8E2AC7","0E21BA5A","31","7","24","31","22","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","38","0","False","False","False","True","10842","40480","2887","10","10","20","15","0","0","0","0","(无)","(无)","(无)","(无)","12284","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-02: 0305 ★ - 可多拉 - F4386D127AE6.pa9","可多拉","可多拉","认真","M","2887","幽灵","结实","变硬","金属音","铁壁","双刃头锤","(无)","261","216","316","136","136","116","１４号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","6D127AE6","0CF4B88F","31","24","31","31","16","29","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","38","0","False","False","False","True","10842","40480","2887","30","40","15","5","0","0","0","0","(无)","(无)","(无)","(无)","62520","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-03: 0306 ★ - 波士可多拉 - 8D3165730401.pa9","波士可多拉","波士可多拉","勤奋","M","2887","幽灵","坚硬脑袋","金属爪","龙之波动","真气弹","流星光束","(无)","281","256","396","156","156","136","１４号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","65730401","A2081673","31","1","20","31","26","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","38","0","False","False","False","True","10842","40480","2887","35","10","5","10","0","0","0","0","(无)","(无)","(无)","(无)","36145","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-04: 0307 ★ - 玛沙那 - 413D67879598.pa9","玛沙那","玛沙那","怕寂寞","M","2887","恶","瑜伽之力","守住","击掌奇袭","劈瓦","子弹拳","(无)","201","162","131","116","146","156","６号野生特区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","67879598","CCB678CD","31","7","7","31","19","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","31","0","False","False","False","True","10842","40480","2887","10","10","15","30","0","0","0","0","(无)","(无)","(无)","(无)","16701","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-05: 0308 ★ - 恰雷姆 - 19BF2785486F.pa9","恰雷姆","恰雷姆","温和","M","2887","地面","瑜伽之力","雷电拳","反射壁","火焰踢","岩石封锁","(无)","261","183","186","156","204","196","１６号野生特区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","2785486F","AF4B1B30","4","31","31","10","2","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","50","0","False","False","False","True","10842","40480","2887","15","20","10","15","0","0","0","0","(无)","(无)","(无)","(无)","6591","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-06: 0309 ★ - 落雷兽 - 9405036556D5.pa9","落雷兽","落雷兽","慢吞吞","M","2887","草","避雷针","撞击","瞪眼","吼叫","高速星星","(无)","221","126","104","182","116","166","５号野生特区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","036556D5","1EE0AA9B","31","14","31","30","31","11","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","28","0","False","False","False","True","10842","40480","2887","35","30","20","20","0","0","0","0","(无)","(无)","(无)","(无)","37893","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-07: 0310 ★ - 雷电兽 - C0EC5BF5DAFD.pa9","雷电兽","雷电兽","胆小","M","2887","龙","静电","打雷","硬撑","过热","终极冲击","(无)","281","167","156","246","156","270","５号野生特区","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","5BF5DAFD","3D128969","1","24","31","27","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","28","0","False","False","False","True","10842","40480","2887","10","20","5","5","0","0","0","0","(无)","(无)","(无)","(无)","49388","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-08: 0315 ★ - 毒蔷薇 - B97AD40B8EF6.pa9","毒蔷薇","毒蔷薇","慢吞吞","M","2887","飞行","毒刺","污泥炸弹","撒菱","泥巴射击","种子炸弹","(无)","241","156","113","259","196","166","２号野生特区","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","D40B8EF6","868432FF","31","31","31","22","28","14","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","17","0","False","False","False","True","10842","40480","2887","10","20","15","15","0","0","0","0","(无)","(无)","(无)","(无)","47482","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-09: 0316 ★ - 溶食兽 - 24D674DABB35.pa9","溶食兽","溶食兽","固执","M","2887","冰","黏着","冰冻拳","溶化","硬撑","水之波动","(无)","281","134","142","109","142","116","异次元密阿雷","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","74DABB35","90082473","26","31","26","31","31","31","1640000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","25","0","False","False","False","True","10842","40480","2887","15","20","20","20","0","0","0","0","(无)","(无)","(无)","(无)","9430","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-10: 0317 ★ - 吞食兽 - E990AA4B52A6.pa9","吞食兽","吞食兽","内敛","M","2887","龙","污泥浆","冰冻光束","终极吸取","暗影球","种子机关枪","(无)","341","163","202","200","202","146","异次元密阿雷","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","AA4B52A6","96022279","27","4","31","31","31","3","1640000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","25","0","False","False","False","True","10842","40480","2887","10","10","15","30","0","0","0","0","(无)","(无)","(无)","(无)","59792","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-11: 0318 ★ - 利牙鱼 - F1F048A0EA22.pa9","利牙鱼","利牙鱼","勤奋","M","2887","龙","粗糙皮肤","猛撞","水炮","守住","快速折返","(无)","231","216","76","166","76","166","１０号野生特区","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","48A0EA22","D9EF6D94","4","16","31","9","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","41","0","False","False","False","True","10842","40480","2887","20","5","10","20","0","0","0","0","(无)","(无)","(无)","(无)","61936","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-12: 0319 ★ - 巨牙鲨 - 21CB49896F43.pa9","巨牙鲨","巨牙鲨","天真","M","2887","岩石","粗糙皮肤","冲浪","原始之力","岩石封锁","毒击","(无)","281","276","116","226","104","248","１０号野生特区","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","49896F43","7AE7CE9C","31","31","20","31","30","0","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","41","0","False","False","False","True","10842","40480","2887","15","5","15","20","0","0","0","0","(无)","(无)","(无)","(无)","8651","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-13: 0322 ★ - 呆火驼 - 8470C7A55C02.pa9","呆火驼","呆火驼","天真","M","2887","龙","迟钝","吼叫","火花","热风","高温重压","(无)","261","156","116","166","113","116","８号野生特区","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","C7A55C02","26A592DE","31","23","6","31","25","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","34","0","False","False","False","True","10842","40480","2887","20","25","10","10","0","0","0","0","(无)","(无)","(无)","(无)","33904","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-14: 0323 ★ - 喷火驼 - 039C3DCE6E44.pa9","喷火驼","喷火驼","冷静","M","2887","恶","迟钝","挖洞","大字爆炎","岩崩","大地之力","(无)","281","236","176","270","186","104","８号野生特区","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","3DCE6E44","9BCD2FB6","9","31","31","19","31","1","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","34","0","False","False","False","True","10842","40480","2887","10","5","10","10","0","0","0","0","(无)","(无)","(无)","(无)","924","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-15: 0325 ★ - 跳跳猪 - 8C04815D8AE5.pa9","跳跳猪","跳跳猪","内敛","M","2887","龙","厚脂肪","泰山压顶","替身","挑衅","冥想","(无)","261","77","106","193","196","156","异次元密阿雷","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","815D8AE5","EB975FEC","9","0","19","31","31","31","800000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","26","0","False","False","False","True","10842","40480","2887","15","10","20","20","0","0","0","0","(无)","(无)","(无)","(无)","35844","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-16: 0326 ★ - 噗噗猪 - 350409649F90.pa9","噗噗猪","噗噗猪","悠闲","M","2887","虫","我行我素","奇异之光","暗影拳","种子炸弹","精神冲击","(无)","301","126","182","216","256","176","异次元密阿雷","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","09649F90","A7F0138B","31","31","31","31","16","0","800000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","26","0","False","False","False","True","10842","40480","2887","10","20","15","10","0","0","0","0","(无)","(无)","(无)","(无)","13572","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-17: 0333 ★ - 青绵鸟 - 3CB1F66061CD.pa9","青绵鸟","青绵鸟","慎重","M","2887","电","自然回复","啄","龙卷风","勇鸟猛攻","月亮之力","(无)","231","116","156","104","204","136","１８号野生特区","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","F66061CD","9BD42FAF","17","31","31","20","31","1","600000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","54","0","False","False","False","True","10842","40480","2887","35","20","15","15","0","0","0","0","(无)","(无)","(无)","(无)","15537","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-18: 0334 ★ - 七夕青鸟 - E8F89C9A52DF.pa9","七夕青鸟","七夕青鸟","天真","M","2887","钢","自然回复","日光束","花瓣舞","食梦","龙卷风","(无)","291","176","216","176","221","215","１８号野生特区","－－－－－－－－－－","等级球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","9C9A52DF","CFC27BB9","6","31","31","31","30","17","600000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","54","0","False","False","False","True","10842","40480","2887","10","10","15","20","0","0","0","0","(无)","(无)","(无)","(无)","59640","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-19: 0335 ★ - 猫鼬斩 - CBE311B25044.pa9","猫鼬斩","猫鼬斩","爽朗","M","2887","冰","免疫","连续拳","喷射火焰","打雷","岩石封锁","(无)","287","266","156","140","156","237","异次元密阿雷","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","11B25044","BFF50B8E","28","31","26","31","31","31","600000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","32","0","False","False","False","True","10842","40480","2887","15","15","10","15","0","0","0","0","(无)","(无)","(无)","(无)","52195","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-20: 0336 ★ - 饭匙蛇 - 79CF2A16168C.pa9","饭匙蛇","饭匙蛇","马虎","M","2887","电","蜕皮","地震","守住","污泥炸弹","鳞射","(无)","287","236","156","259","140","166","异次元密阿雷","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","2A16168C","51CBE5B0","31","7","31","24","31","13","1640000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","35","0","False","False","False","True","10842","40480","2887","10","10","10","20","0","0","0","0","(无)","(无)","(无)","(无)","31183","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-21: 0349 ★ - 丑丑鱼 - B9261B6A05BB.pa9","丑丑鱼","丑丑鱼","内敛","M","2887","钢","悠游自如","冲浪","高速星星","热水","泼冷水","(无)","181","59","76","61","146","196","异次元密阿雷","－－－－－－－－－－","大师球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","1B6A05BB","08E4BC9F","20","17","31","31","20","31","600000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","29","0","False","False","False","True","10842","40480","2887","15","20","15","20","0","0","0","0","(无)","(无)","(无)","(无)","47398","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-22: 0352 ★ - 变隐龙 - 35D1AF67E463.pa9","变隐龙","变隐龙","顽皮","M","2887","恶","变色","打雷","暗影球","拍落","断尾","(无)","261","237","176","156","248","116","异次元密阿雷","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","AF67E463","2167951D","31","9","31","31","19","31","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","47","0","False","False","False","True","10842","40480","2887","10","15","20","10","0","0","0","0","(无)","(无)","(无)","(无)","13777","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-23: 0353 ★ - 怨影娃娃 - 7981EE77C027.pa9","怨影娃娃","怨影娃娃","顽皮","M","2887","龙","不眠","挥指","挺住","潜灵奇袭","魔法闪耀","(无)","229","204","106","162","91","126","７号野生特区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","EE77C027","1BC2AFB9","26","24","31","31","31","27","800000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","31","0","False","False","False","True","10842","40480","2887","10","10","10","10","0","0","0","0","(无)","(无)","(无)","(无)","31105","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-24: 0354 ★ - 诅咒娃娃 - EE2450E44F69.pa9","诅咒娃娃","诅咒娃娃","乐天","M","2887","龙","不眠","十万伏特","咒术","恶之波动","诡计","(无)","269","266","182","202","145","166","７号野生特区","－－－－－－－－－－","豪华球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","50E44F69","3D27895C","13","20","31","31","31","15","800000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","31","0","False","False","False","True","10842","40480","2887","15","10","15","20","0","0","0","0","(无)","(无)","(无)","(无)","60964","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-25: 0358 ★ - 风铃铃 - 2E2D014162AF.pa9","风铃铃","风铃铃","浮躁","M","2887","地面","飘浮","念力","玉石俱碎","加农光炮","流星光束","(无)","291","136","196","226","216","166","异次元密阿雷","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(异次元)","014162AF","6645D23E","26","31","31","12","12","31","800000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","33","0","False","False","False","True","10842","40480","2887","25","5","10","10","0","0","0","0","(无)","(无)","(无)","(无)","11821","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-26: 0359 ★ - 阿勃梭鲁 - 7801ADAF8D22.pa9","阿勃梭鲁","阿勃梭鲁","悠闲","M","2887","电","超幸运","劈开","守住","近身战","暗影爪","(无)","271","296","171","186","156","167","浦蓝４号街区","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","ADAF8D22","7F2BCB50","4","31","6","31","31","14","1059860","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","27","0","False","False","False","True","10842","40480","2887","20","10","5","15","0","0","0","0","(无)","(无)","(无)","(无)","30721","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-27: 0361 ★ - 雪童子 - 1B6DD68EDA2A.pa9","雪童子","雪童子","乐天","M","2887","草","冰冻之躯","冰冻光束","影子分身","暗影球","硬撑","(无)","241","136","149","136","122","136","１２号野生特区","－－－－－－－－－－","潜水球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","D68EDA2A","5BC3EFB8","31","0","17","22","31","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","42","0","False","False","False","True","10842","40480","2887","10","15","15","20","0","0","0","0","(无)","(无)","(无)","(无)","7021","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-28: 0362 ★ - 冰鬼护 - 233A3029B7E7.pa9","冰鬼护","冰鬼护","冷静","M","2887","草","精神力","影子分身","大爆炸","咬碎","冰锥","(无)","301","196","196","215","196","176","１２号野生特区","－－－－－－－－－－","纪念球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","3029B7E7","A74F1334","22","31","31","30","15","31","1000000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","42","0","False","False","False","True","10842","40480","2887","15","5","15","30","0","0","0","0","(无)","(无)","(无)","(无)","9018","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-29: 0371 ★ - 宝贝龙 - CE24E1465BB2.pa9","宝贝龙","宝贝龙","大胆","M","2887","恶","坚硬脑袋","泰山压顶","舍身冲撞","瞪眼","劈瓦","(无)","231","167","171","116","96","136","１８号野生特区","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","E1465BB2","9340273B","23","31","23","31","31","19","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","54","0","False","False","False","True","10842","40480","2887","15","15","30","15","0","0","0","0","(无)","(无)","(无)","(无)","52772","255","1","1","1","2025","12","16"
"main @ [05] (Box 5)-30: 0372 ★ - 甲壳龙 - B1D0F7E76458.pa9","甲壳龙","甲壳龙","乐天","M","2887","冰","坚硬脑袋","水炮","替身","硬撑","铁头","(无)","271","226","259","156","122","136","１８号野生特区","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","F7E76458","681DDC66","13","31","31","31","9","10","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","54","0","False","False","False","True","10842","40480","2887","5","10","20","15","0","0","0","0","(无)","(无)","(无)","(无)","45520","255","1","1","1","2025","12","16"
"main @ [06] (Box 6)-01: 0373 ★ - 暴飞龙 - A02EBE62D0F4.pa9","暴飞龙","暴飞龙","大胆","M","2887","电","坚硬脑袋","聚气","火箭头锤","挺住","龙之波动","(无)","331","275","215","256","196","236","１８号野生特区","－－－－－－－－－－","狩猎球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","BE62D0F4","6522D159","11","31","13","0","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","0","54","0","False","False","False","True","10842","40480","2887","30","10","10","10","0","0","0","0","(无)","(无)","(无)","(无)","41006","255","1","1","1","2025","12","16"
"main @ [06] (Box 6)-02: 0374 ★ - 铁哑铃 - BD4734E3D121.pa9","铁哑铃","铁哑铃","乐天","-","2887","龙","恒净之躯","高速移动","硬撑","铁壁","意念头锤","(无)","221","146","215","106","140","96","弗拉达利研究所","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","34E3D121","5686E2FD","31","10","31","29","31","13","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","0","0","0","59","0","False","False","False","True","10842","40480","2887","30","20","15","15","0","0","0","0","(无)","(无)","(无)","(无)","48455","255","1","1","1","2025","12","16"
"main @ [06] (Box 6)-03: 0375 ★ - 金属怪 - A8D1D2E0B725.pa9","金属怪","金属怪","坦率","-","2887","龙","恒净之躯","猛撞","精神强念","暗影球","流星光束","(无)","261","186","236","146","196","136","弗拉达利研究所","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","D2E0B725","AFC61BBD","26","1","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","59","0","False","False","False","True","10842","40480","2887","20","10","15","10","0","0","0","0","(无)","(无)","(无)","(无)","43217","255","1","1","1","2025","12","16"
"main @ [06] (Box 6)-04: 0376 ★ - 巨金怪 - 114D5F1BF6FB.pa9","巨金怪","巨金怪","慢吞吞","-","2887","冰","恒净之躯","虚张声势","精神利刃","磁铁炸弹","铁蹄光线","(无)","301","306","266","248","216","176","２０号野生特区","－－－－－－－－－－","沉重球","Mick","传说 宝可梦Z-A","ChineseS","True","野外遭遇(普通)","5F1BF6FB","2F9A9BE1","25","31","31","31","31","20","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","63","0","False","False","False","True","10842","40480","2887","15","20","20","5","0","0","0","0","(无)","(无)","(无)","(无)","4429","255","1","1","1","2025","12","16"
"main @ [06] (Box 6)-05: 0380 - 拉帝亚斯 - 54F0E49E7E05.pa9","拉帝亚斯","拉帝亚斯","勤奋","F","1745","超能力","飘浮","舍身冲撞","吼叫","攀瀑","冰冻之风","(无)","301","196","216","256","296","256","异次元密阿雷","－－－－－－－－－－","重复球","Mick","传说 宝可梦Z-A","ChineseS","True","固定遭遇","E49E7E05","CD25A033","12","7","31","31","31","16","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","","2","1","0","0","0","60","0","False","False","False","False","10842","40480","2887","15","20","15","15","0","0","0","0","(无)","(无)","(无)","(无)","21744","255","1","1","1","2025","12","16"
